Throughput,Total Time
0.7777777777777778,6.171428571428571E-5
0.8571428571428571,6.616666666666667E-5
0.5555555555555556,7.94E-5
0.7142857142857143,1.028E-4
0.6153846153846154,4.675E-5
0.625,9.28E-5
0.8888888888888888,4.625E-5
0.75,4.466666666666667E-5
0.7272727272727273,4.125E-5
0.75,4.611111111111111E-5
0.6666666666666666,4.125E-5
0.75,5.6E-5
0.8888888888888888,4.825E-5
0.5714285714285714,9.15E-5
0.875,4.942857142857143E-5
