Number of packets,Throughput,Total Time
31,0.7741935483870968,22.458333333333332
35,0.7428571428571429,18.115384615384617
34,0.8235294117647058,13.642857142857142
27,0.6296296296296297,23.941176470588236
22,0.6818181818181818,35.13333333333333
29,0.8620689655172413,16.32
28,0.6785714285714286,21.0
26,0.6923076923076923,21.5
26,0.8076923076923077,17.523809523809526
28,0.8214285714285714,22.52173913043478
