Number of packets,Throughput,Total Time
51,0.7843137254901961,11.875
40,0.725,12.931034482758621
54,0.7962962962962963,0.0
69,0.8985507246376812,9.67741935483871
47,0.7659574468085106,0.0
47,0.6808510638297872,0.0
57,0.7894736842105263,0.0
41,0.6829268292682927,16.857142857142858
49,0.7142857142857143,0.0
56,0.8392857142857143,7.276595744680851
