Number of packets,Throughput,Total Time
23,0.9130434782608695,21.571428571428573
13,0.5384615384615384,54.142857142857146
11,0.5454545454545454,88.83333333333333
18,0.8333333333333334,25.733333333333334
12,0.6666666666666666,51.0
21,0.9047619047619048,27.31578947368421
12,0.8333333333333334,40.8
16,1.0,22.0625
22,0.8636363636363636,19.68421052631579
18,0.8333333333333334,26.933333333333334
