Number of packets,Throughput,Total Time
18,0.8333333333333334,39.733333333333334
13,0.7692307692307693,37.9
26,0.8076923076923077,22.333333333333332
11,0.7272727272727273,46.625
17,0.9411764705882353,24.0
16,0.625,39.3
17,0.6470588235294118,35.81818181818182
9,0.5555555555555556,80.2
18,0.8888888888888888,23.875
20,0.85,27.0
16,0.75,32.5
14,0.6428571428571429,56.77777777777777
15,0.8,32.666666666666664
9,0.7777777777777778,72.99999999999999
22,0.8181818181818182,40.111111111111114
